Date	Site	Coordinates	Sheet	First Turbidities	First Turbidities Units	Second Turbidities	Second Turbidities Units	Air Temps (C)	Water Temps (C)	pHs	DOs (ppm)	Right Flows	Center Flows	Left Flows	Flow Units	Phosphate	Nitr	Conductivities (uS/cm)	Rain	Benthic Macros	Data Recorder(s)	Notes	
Sat Dec 13 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	3	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[45.8]}	{48=[86.2]}	{54=[78.1]}	cm/s	null	null	{63=[null]}	moderate		Joseph, Keian, Sooyoung	foamy	
Sat Dec 13 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	4	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}			Rachel, Emma, Sunayana		
Sat Dec 13 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	4	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}			Rachel, Emma, Sunayana		
Sat Jan 10 00:00:00 PST 2015	1	47°33'7.16"N 122°9'54.26"W	5	{4=[10.0], 5=[10.0], 6=[10.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[null], 15=[null]}	m	{18=[8.0], 19=[8.0], 20=[7.6], 21=[null], 22=[null], 23=[null]}	{24=[7.5], 25=[7.5], 26=[7.5], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	moderate		Joseph, Sooyoung, Sasha		
Sat Jan 10 00:00:00 PST 2015	2	47°33'4.16"N 122°9'51.67"W	5	{4=[10.0], 5=[10.0], 6=[10.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[null], 15=[null]}	m	{18=[8.6], 19=[8.2], 20=[8.2], 21=[null], 22=[null], 23=[null]}	{24=[7.5], 25=[7.5], 26=[7.5], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	moderate		Joseph, Sooyoung, Sasha		
Sat Jan 10 00:00:00 PST 2015	1	47°33'7.16"N 122°9'54.26"W	6	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[54.0]}	{48=[53.5]}	{54=[52.0]}	cm/s	null	null	{63=[null]}	light		Sunayana, Gillian, Emma	General area is pretty bare due to rain, lots of green stuff on trees, and fallen trees	
Sat Jan 10 00:00:00 PST 2015	2	47°33'4.16"N 122°9'51.67"W	6	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[52.8]}	{48=[52.6]}	{54=[56.0]}	cm/s	null	null	{63=[null]}	light		Sunayana, Gillian, Emma	General area is pretty bare due to rain, lots of green stuff on trees, and fallen trees	
Sat Jan 10 00:00:00 PST 2015	1	47°33'7.16"N 122°9'54.26"W	7	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[7.0], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	light		Jenna, Laetitia	foamy, water everywhere on site	
Sat Jan 10 00:00:00 PST 2015	2	47°33'4.16"N 122°9'51.67"W	7	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	light		Jenna, Laetitia	fallen branches	
Sat Jan 10 00:00:00 PST 2015	1	47°33'7.16"N 122°9'54.26"W	8	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[14.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}			Manjot, Andes		
Sat Jan 10 00:00:00 PST 2015	2	47°33'4.16"N 122°9'51.67"W	8	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[10.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}			Manjot, Andes		
Sat Feb 28 00:00:00 PST 2015	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[9.5], 19=[8.0], 20=[9.0], 21=[null], 22=[null], 23=[null]}	{24=[7.5], 25=[7.2], 26=[7.5], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[12.0]}	{42=[1690.0]}	{48=[1586.0]}	{54=[1648.0]}	cm/s	null	null	{63=[null]}	Moderate		All combined	woodpecker sighting	
Sat Feb 28 00:00:00 PST 2015	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[10.0], 19=[10.1], 20=[10.0], 21=[null], 22=[null], 23=[null]}	{24=[7.0], 25=[7.0], 26=[7.0], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[9.0]}	{42=[78.0]}	{48=[66.0]}	{54=[67.0]}	cm/s	null	null	{63=[null]}	Moderate		All combined		
Sat Mar 21 00:00:00 PDT 2015	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[11.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Heavy		Joseph, Sooyoung	Weather changed from rainy/cloudy to sunny between 11:22 to 11:26	
Sat Mar 21 00:00:00 PDT 2015	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Heavy		Joseph, Sooyoung	Weather changed from rainy/cloudy to sunny between 11:22 to 11:27	
Sat Mar 21 00:00:00 PDT 2015	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[744.0]}	{48=[1869.0]}	{54=[2296.0]}	cm/s	null	null	{63=[null]}	Heavy		Andes, Manjot, Sasha		
Sat Mar 21 00:00:00 PDT 2015	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[2025.0]}	{48=[5085.0]}	{54=[6250.0]}	cm/s	null	null	{63=[null]}	Heavy		Andes, Manjot, Sasha		
Sat Mar 21 00:00:00 PDT 2015	1	47°33'7.16"N 122°9'54.26"W	null	{4=[11.0], 5=[11.0], 6=[12.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[null], 15=[null]}	m	{18=[7.5], 19=[8.0], 20=[10.0], 21=[null], 22=[null], 23=[null]}	{24=[11.0], 25=[11.0], 26=[11.0], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Moderate		Emma, Gillian	2nd day of sprimg, more water than usual, flowers have yet to bloom	
Sat Mar 21 00:00:00 PDT 2015	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[null], 15=[null]}	m	{18=[5.0], 19=[7.0], 20=[10.0], 21=[null], 22=[null], 23=[null]}	{24=[12.0], 25=[12.0], 26=[12.0], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Moderate		Emma, Gillian	2nd day of sprimg, more water than usual, flowers have yet to bloom	
Sat Apr 25 00:00:00 PDT 2015	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[10.0], 6=[12.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.15], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Apr 25 00:00:00 PDT 2015	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Oct 24 00:00:00 PDT 2015	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[10.0], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[1.2]}	m	{18=[10.0], 19=[10.8], 20=[10.0], 21=[10.8], 22=[10.2], 23=[null]}	{24=[8.0], 25=[10.1], 26=[9.5], 27=[9.4], 28=[11.3], 29=[null]}	{32=[7.5], 33=[8.0], 34=[8.0], 35=[null], 30=[7.5], 31=[7.5]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Light		All Combined	Stream is very shallow and slow moving. There were pink salmon visible.	
Sat Oct 24 00:00:00 PDT 2015	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[10.0], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[1.2]}	m	{18=[8.0], 19=[10.1], 20=[9.5], 21=[9.4], 22=[11.3], 23=[null]}	{24=[9.0], 25=[10.8], 26=[10.9], 27=[10.4], 28=[11.1], 29=[null]}	{32=[7.5], 33=[8.0], 34=[7.5], 35=[null], 30=[7.0], 31=[7.5]}	{36=[11.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Light		All Combined	water very clear; many dead leaves (big maple)	
Sat Nov 14 00:00:00 PST 2015	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[7.0], 33=[7.5], 34=[null], 35=[null], 30=[7.0], 31=[7.0]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Heavy		All Combined	Very rainy, high water level, lots of sedements floating in the water	
Sat Nov 14 00:00:00 PST 2015	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[7.0], 33=[7.0], 34=[null], 35=[null], 30=[7.0], 31=[7.5]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}				Very rainy, high water level, lots of sedements floating in the water	
Sat Dec 12 00:00:00 PST 2015	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[40.0], 6=[null], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[0.21235252865958415], 13=[null], 14=[1.2], 15=[null]}	m	{18=[7.0], 19=[9.0], 20=[null], 21=[8.0], 22=[null], 23=[null]}	{24=[8.0], 25=[10.0], 26=[null], 27=[10.0], 28=[null], 29=[null]}	{32=[7.25], 33=[7.5], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[11.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Moderate		All Combined	Fallen trees, receded waterline, low and fast flowing water	
Sat Dec 12 00:00:00 PST 2015	2	47°33'4.16"N 122°9'51.67"W	null	{4=[42.0], 5=[62.5], 6=[10.0], 7=[56.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.20560331890573935], 12=[0.1580332893192468], 13=[0.73], 14=[0.16994980759685188], 15=[null]}	m	{18=[5.0], 19=[5.0], 20=[7.0], 21=[null], 22=[null], 23=[null]}	{24=[8.0], 25=[8.0], 26=[8.5], 27=[null], 28=[null], 29=[null]}	{32=[7.0], 33=[7.5], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[10.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Moderate		All Combined	Broken branches, receded waterline, low and fast flowing water	
Sat Jan 09 00:00:00 PST 2016	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[null]}	m	{18=[5.0], 19=[-0.2], 20=[null], 21=[2.0], 22=[null], 23=[null]}	{24=[3.0], 25=[4.0], 26=[4.0], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[7.5], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[12.0]}	{42=[130.0]}	{48=[935.0]}	{54=[902.0]}	cm/s	null	null	{63=[null]}	Trace		All Combined	Stream very low/shallow, very cold day, hard to submerge the flow rocket., smelly pipes, sunny day	
Sat Jan 09 00:00:00 PST 2016	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[null]}	m	{18=[0.0], 19=[0.0], 20=[2.0], 21=[2.0], 22=[null], 23=[null]}	{24=[1.0], 25=[4.0], 26=[5.0], 27=[3.5], 28=[null], 29=[null]}	{32=[7.4], 33=[7.5], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[9.0]}	{42=[2288.0]}	{48=[1491.0]}	{54=[79.0]}	cm/s	null	null	{63=[null]}	Trace		All Combined	Stream very low/shallow, very cold day, hard to submerge the flow rocket., smelly pipes, sunny day	
Sat Feb 06 00:00:00 PST 2016	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[null]}	m	{18=[10.0], 19=[10.0], 20=[9.0], 21=[9.4], 22=[null], 23=[null]}	{24=[8.0], 25=[10.0], 26=[7.78], 27=[7.2], 28=[null], 29=[null]}	{32=[7.5], 33=[7.0], 34=[null], 35=[null], 30=[7.0], 31=[7.5]}	{36=[14.0]}	{42=[60.0]}	{48=[68.0]}	{54=[53.0]}	cm/s	null	null	{63=[null]}	Moderate		All Combined	high clouds, bright, no rain	
Sat Feb 06 00:00:00 PST 2016	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[null]}	m	{18=[10.0], 19=[10.0], 20=[8.89], 21=[10.0], 22=[null], 23=[null]}	{24=[8.0], 25=[9.0], 26=[7.78], 27=[8.3], 28=[null], 29=[null]}	{32=[7.5], 33=[7.2], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[13.0]}	{42=[85.0]}	{48=[97.0]}	{54=[46.0]}	cm/s	null	null	{63=[null]}	Moderate		All Combined		
Sat Mar 12 00:00:00 PST 2016	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[1.2], 15=[null]}	m	{18=[10.0], 19=[11.0], 20=[11.0], 21=[8.0], 22=[null], 23=[null]}	{24=[9.0], 25=[9.0], 26=[9.0], 27=[9.0], 28=[null], 29=[null]}	{32=[7.5], 33=[7.5], 34=[null], 35=[null], 30=[7.5], 31=[7.5]}	{36=[16.0]}	{42=[1355.0]}	{48=[1669.0]}	{54=[1737.0]}	rpm	null	null	{63=[null]}	Heavy		All Combined	Partly sunny, oily bridge on walk between site 1 and 2	
Sat Mar 12 00:00:00 PST 2016	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[10.0], 6=[10.0], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.135], 13=[1.2], 14=[1.2], 15=[null]}	m	{18=[5.0], 19=[7.9], 20=[8.0], 21=[9.0], 22=[null], 23=[null]}	{24=[8.0], 25=[8.5], 26=[9.0], 27=[9.0], 28=[null], 29=[null]}	{32=[7.5], 33=[7.5], 34=[null], 35=[null], 30=[7.0], 31=[7.25]}	{36=[20.0]}	{42=[2084.0]}	{48=[1410.0]}	{54=[1200.0]}	rpm	null	null	{63=[null]}	Heavy		All Combined		
Sat Mar 12 00:00:00 PST 2016	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[10.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[9.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[16.0]}	{42=[1355.0]}	{48=[1669.0]}	{54=[1737.0]}	null	null	null	{63=[88.0]}	Heavy		Sydney		
Sat Mar 12 00:00:00 PST 2016	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[8.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.0], 31=[null]}	{36=[20.0]}	{42=[2084.0]}	{48=[1410.0]}	{54=[1200.0]}	null	null	null	{63=[135.0]}	Heavy		Sydney		
Sat Mar 12 00:00:00 PST 2016	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[10.0], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[null], 12=[1.2], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[11.1], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[9.0], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[7.5]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	rpm	null	null	{63=[139.0]}					
Sat Mar 12 00:00:00 PST 2016	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[10.0], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[null], 12=[1.135], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[7.9], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[8.5], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[7.25]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	rpm	null	null	{63=[138.0]}					
Sat Mar 12 00:00:00 PST 2016	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[10.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[null], 12=[null], 13=[1.2], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[11.1], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[8.8], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Heavy		Andy and Jenna	Oily bridge on walk between Site 1 and Site 2, Sunny (sort of), Water was cold but not as cold as usual	
Sat Mar 12 00:00:00 PST 2016	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[10.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[null], 12=[null], 13=[1.2], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[8.0], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[9.0], 27=[null], 28=[null], 29=[null]}	{32=[7.5], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Heavy		Andy and Jenna		
Sat Mar 12 00:00:00 PST 2016	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[null], 12=[null], 13=[null], 14=[1.2], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[7.7], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[8.8], 28=[null], 29=[null]}	{32=[null], 33=[7.5], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[100.5]}	Heavy		Joseph and Rena	Site 1 - cloudy raining beginning, sunshine warm end, eater flow super strong	
Sat Mar 12 00:00:00 PST 2016	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[10.0], 8=[null], 9=[null]}	NTU	{16=[null], 11=[null], 12=[null], 13=[null], 14=[1.2], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[8.8], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[8.8], 28=[null], 29=[null]}	{32=[null], 33=[7.5], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	Heavy		Joseph and Rena		
